day,month,year,precip_m,tmax,tmin
23,12,1944,0,10,1.7
24,12,1944,0,18.9,2.8
25,12,1944,0.0041,18.9,5
26,12,1944,0.0056,14.4,10.6
27,12,1944,0.0147,5,2.8
28,12,1944,0.0081,7.8,0
29,12,1944,0.0315,3.9,2.2
30,12,1944,0.0056,13.9,2.2
31,12,1944,0.0071,13.9,8.3
1,1,1945,0.0371,2.8,2.2
2,1,1945,0,3.3,-11.1
3,1,1945,0,10,-7.8
4,1,1945,0.0003,10,-2.2
5,1,1945,0,10,-7.8
6,1,1945,0.0104,7.8,-7.2
7,1,1945,0.0114,13.3,2.8
8,1,1945,0.0005,11.7,1.7
9,1,1945,0.001,5,-2.2
10,1,1945,0,9.4,-9.4
11,1,1945,0,11.1,-9.4
12,1,1945,0,14.4,-5.6
13,1,1945,0.0099,12.8,2.8
14,1,1945,0,13.9,-6.7
15,1,1945,0.0155,10.6,4.4
16,1,1945,0,3.3,0.6
17,1,1945,0,7.2,-8.9
18,1,1945,0,12.8,-6.1
19,1,1945,0.014,8.3,1.7
20,1,1945,0,13.9,0
21,1,1945,0,10.6,2.2
22,1,1945,0.0005,13.9,5.6
23,1,1945,0,12.2,-1.1
24,1,1945,0,13.9,-1.1
25,1,1945,0,12.8,-6.1
26,1,1945,0.0008,13.9,-2.8
27,1,1945,0,13.3,-7.8
28,1,1945,0.0023,14.4,0
29,1,1945,0.0008,5.6,-3.3
30,1,1945,0,7.8,-12.2
31,1,1945,0,1.7,-12.8
1,2,1945,0,3.3,-15.6
2,2,1945,0,7.2,-14.4
3,2,1945,0,7.8,-9.4
4,2,1945,0.0241,3.9,-1.1
5,2,1945,0.001,9.4,1.7
6,2,1945,0.0076,10,2.2
7,2,1945,0.0013,5.6,-3.9
8,2,1945,0.0041,4.4,0
9,2,1945,0,14.4,-7.2
10,2,1945,0,18.9,-6.1
11,2,1945,0.0008,18.3,6.7
12,2,1945,0.0343,13.3,-3.9
13,2,1945,0.0221,18.3,6.1
14,2,1945,0,17.2,-2.2
15,2,1945,0,21.1,-0.6
16,2,1945,0.0076,21.7,5.6
17,2,1945,0.0361,16.7,10.6
18,2,1945,0.0041,7.2,4.4
19,2,1945,0,9.4,1.7
20,2,1945,0.0018,4.4,1.1
21,2,1945,0.0213,11.1,3.9
22,2,1945,0.0338,15,9.4
23,2,1945,0,12.8,0.6
24,2,1945,0,17.2,-4.4
25,2,1945,0,15,-3.3
26,2,1945,0.0023,13.9,8.9
27,2,1945,0.0041,17.2,11.1
28,2,1945,0.0097,21.1,12.2
1,3,1945,0,18.9,-4.4
2,3,1945,0,24.4,-2.2
3,3,1945,0.014,22.2,11.1
4,3,1945,0.0163,17.8,8.9
5,3,1945,0.0005,16.1,5
6,3,1945,0.0005,23.9,13.3
7,3,1945,0,18.9,0
8,3,1945,0,18.9,-2.2
9,3,1945,0,17.2,-4.4
10,3,1945,0,17.2,-5
11,3,1945,0,18.3,-5
12,3,1945,0.002,17.8,3.3
13,3,1945,0,12.8,2.8
14,3,1945,0,12.8,2.2
15,3,1945,0,18.3,6.1
16,3,1945,0.0041,25,15
17,3,1945,0,28.3,13.9
18,3,1945,0.0363,23.9,10
19,3,1945,0,26.7,11.1
20,3,1945,0.0246,21.1,11.1
21,3,1945,0.0008,7.8,4.4
22,3,1945,0.0003,17.2,2.8
23,3,1945,0,25,-2.2
24,3,1945,0,26.7,5.6
25,3,1945,0,26.1,1.7
26,3,1945,0.0356,13.9,12.8
27,3,1945,0,23.9,3.3
28,3,1945,0,25.6,3.9
29,3,1945,0.0043,21.1,11.1
30,3,1945,0,23.9,7.8
31,3,1945,0,22.2,15
1,4,1945,0,21.7,6.1
2,4,1945,0.031,20.6,14.4
3,4,1945,0.001,28.3,8.3
4,4,1945,0,25,10
5,4,1945,0.001,12.2,3.3
6,4,1945,0,12.8,-2.2
7,4,1945,0,19.4,-5.6
8,4,1945,0,22.2,-2.8
9,4,1945,0,23.9,-0.6
10,4,1945,0,26.1,1.7
11,4,1945,0,25,2.2
12,4,1945,0,25,10
13,4,1945,0,26.7,11.1
14,4,1945,0,28.3,8.3
15,4,1945,0,27.2,8.3
16,4,1945,0.0132,21.1,16.1
17,4,1945,0.0592,18.3,14.4
18,4,1945,0,20.6,2.2
19,4,1945,0,21.7,1.1
20,4,1945,0.0005,20,2.2
21,4,1945,0,25.6,4.4
22,4,1945,0.0048,21.7,7.2
23,4,1945,0.0371,14.4,6.7
24,4,1945,0.0041,26.7,12.2
25,4,1945,0.0297,26.7,13.9
26,4,1945,0,26.1,8.3
27,4,1945,0.0008,23.3,0
28,4,1945,0.0371,10.6,3.9
29,4,1945,0,19.4,6.7
30,4,1945,0,19.4,1.7
1,5,1945,0,16.7,1.7
2,5,1945,0.0178,10,5.6
3,5,1945,0.0071,15.6,6.1
4,5,1945,0.0013,8.9,2.8
5,5,1945,0.001,15.6,4.4
6,5,1945,0,21.7,3.9
7,5,1945,0.003,23.3,2.2
8,5,1945,0.0058,21.1,12.2
9,5,1945,0,23.9,1.7
10,5,1945,0.0099,19.4,10
11,5,1945,0,17.2,1.7
12,5,1945,0.0053,18.9,8.3
13,5,1945,0.0064,23.9,12.2
14,5,1945,0,26.7,6.1
15,5,1945,0,27.8,10.6
16,5,1945,0.0008,27.2,12.8
17,5,1945,0.003,24.4,13.9
18,5,1945,0,16.7,7.8
19,5,1945,0,25,2.8
20,5,1945,0,25,3.9
21,5,1945,0,26.7,5.6
22,5,1945,0.0008,27.2,15
23,5,1945,0,25.6,6.1
24,5,1945,0,24.4,3.3
25,5,1945,0,25.6,6.1
26,5,1945,0.0203,26.1,13.3
27,5,1945,0,27.8,7.8
28,5,1945,0,28.9,10
29,5,1945,0,30,12.2
30,5,1945,0.0005,29.4,14.4
31,5,1945,0,31.1,12.8
1,6,1945,0,32.8,10.6
2,6,1945,0.0053,27.8,15
3,6,1945,0,25.6,8.3
4,6,1945,0,25.6,6.1
5,6,1945,0,24.4,2.8
6,6,1945,0,16.7,8.3
7,6,1945,0.0013,21.7,6.7
8,6,1945,0.0064,26.1,12.8
9,6,1945,0.0201,26.7,11.7
10,6,1945,0,28.9,13.9
11,6,1945,0.002,29.4,13.9
12,6,1945,0.0061,30.6,16.1
13,6,1945,0,31.7,11.7
14,6,1945,0.0038,28.9,15
15,6,1945,0,26.7,15.6
16,6,1945,0,28.3,13.3
17,6,1945,0,28.3,13.3
18,6,1945,0.0036,24.4,15
19,6,1945,0.0178,19.4,14.4
20,6,1945,0,27.8,11.1
21,6,1945,0,27.8,11.1
22,6,1945,0,30,8.9
23,6,1945,0,31.1,12.2
24,6,1945,0,30.6,12.2
25,6,1945,0.0023,30.6,13.9
26,6,1945,0,30,11.7
27,6,1945,0,30.6,13.3
28,6,1945,0,33.3,13.9
29,6,1945,0,33.9,15
30,6,1945,0,31.7,15
1,7,1945,0,32.8,13.9
2,7,1945,0,31.7,13.9
3,7,1945,0,27.8,13.3
4,7,1945,0,23.9,18.9
5,7,1945,0.0025,29.4,19.4
6,7,1945,0,29.4,13.9
7,7,1945,0,31.1,11.1
8,7,1945,0.0109,32.2,11.7
9,7,1945,0.0015,27.2,13.3
10,7,1945,0.0023,29.4,14.4
11,7,1945,0,30,15.6
12,7,1945,0,26.1,15.6
13,7,1945,0.0036,26.1,16.1
14,7,1945,0.0152,25,17.8
15,7,1945,0.0048,25.6,17.8
16,7,1945,0,26.7,15
17,7,1945,0,27.2,15.6
18,7,1945,0,28.3,13.3
19,7,1945,0,28.9,15.6
20,7,1945,0.0094,25.6,20.6
21,7,1945,0.0003,28.9,13.3
22,7,1945,0.0003,30.6,14.4
23,7,1945,0,32.8,15
24,7,1945,0,32.8,13.3
25,7,1945,0.0086,29.4,14.4
26,7,1945,0.0058,29.4,19.4
27,7,1945,0,30,17.8
28,7,1945,0.0099,26.7,17.2
29,7,1945,0.0061,26.1,18.9
30,7,1945,0,28.3,17.2
31,7,1945,0.0015,30.6,15
1,8,1945,0,28.3,17.2
2,8,1945,0,32.2,17.8
3,8,1945,0.0061,31.1,16.1
4,8,1945,0.0041,30.6,18.9
5,8,1945,0.0203,27.8,16.7
6,8,1945,0.0124,29.4,17.2
7,8,1945,0.016,26.1,17.2
8,8,1945,0,27.8,11.1
9,8,1945,0,28.3,11.1
10,8,1945,0,27.2,10.6
11,8,1945,0,25.6,11.1
12,8,1945,0,26.7,15.6
13,8,1945,0,27.8,15.6
14,8,1945,0.0043,26.1,16.7
15,8,1945,0,30,15.6
16,8,1945,0,27.8,16.1
17,8,1945,0,27.8,12.8
18,8,1945,0,28.3,11.7
19,8,1945,0,27.8,12.2
20,8,1945,0,28.9,11.7
21,8,1945,0,29.4,14.4
22,8,1945,0.0003,30.6,12.8
23,8,1945,0.0041,30,15
24,8,1945,0.0241,22.2,16.7
25,8,1945,0,27.8,15
26,8,1945,0,28.3,9.4
27,8,1945,0,28.9,8.9
28,8,1945,0,29.4,9.4
29,8,1945,0,30.6,7.8
30,8,1945,0,32.2,10
31,8,1945,0.0023,32.2,12.8
1,9,1945,0,30,15
2,9,1945,0.0046,28.3,16.1
3,9,1945,0,28.3,7.2
4,9,1945,0,26.7,8.9
5,9,1945,0.0104,21.7,16.7
6,9,1945,0.0048,30,16.1
7,9,1945,0,29.4,18.3
8,9,1945,0,30.6,14.4
9,9,1945,0,30.6,12.8
10,9,1945,0.0008,30.6,12.2
11,9,1945,0,30.6,11.7
12,9,1945,0,30.6,5
13,9,1945,0.0551,21.1,8.9
14,9,1945,0.0625,23.3,16.7
15,9,1945,0,26.1,10.6
16,9,1945,0.0589,15.6,8.9
17,9,1945,0,24.4,12.8
18,9,1945,0,27.2,11.1
19,9,1945,0,27.8,8.9
20,9,1945,0.0003,30,12.8
21,9,1945,0,29.4,12.2
22,9,1945,0,28.3,13.9
23,9,1945,0,26.1,17.2
24,9,1945,0,28.3,15
25,9,1945,0,28.3,15
26,9,1945,0,29.4,13.9
27,9,1945,0,27.2,12.8
28,9,1945,0.001,25,14.4
29,9,1945,0.0025,26.1,15
30,9,1945,0,17.2,16.7
1,10,1945,0,25,15.6
2,10,1945,0.0041,24.4,13.9
3,10,1945,0,22.2,5
4,10,1945,0,18.3,5
5,10,1945,0.0081,15,8.9
6,10,1945,0.0079,21.7,8.3
7,10,1945,0,22.8,7.8
8,10,1945,0,25,5.6
9,10,1945,0,17.2,2.2
10,10,1945,0,17.8,-3.3
11,10,1945,0,18.9,0
12,10,1945,0,23.9,-0.6
13,10,1945,0,23.9,2.2
14,10,1945,0,21.1,-1.1
15,10,1945,0.013,14.4,7.2
16,10,1945,0,19.4,-2.2
17,10,1945,0,23.3,-2.8
18,10,1945,0,25.6,-0.6
19,10,1945,0,23.9,0
20,10,1945,0,25,1.7
21,10,1945,0.003,25,4.4
22,10,1945,0.0587,22.2,3.9
23,10,1945,0.0221,18.3,11.1
24,10,1945,0,21.7,9.4
25,10,1945,0.0025,11.1,6.1
26,10,1945,0.0003,18.9,1.1
27,10,1945,0,22.2,-3.3
28,10,1945,0,25,-1.7
29,10,1945,0,24.4,0.6
30,10,1945,0,23.3,1.1
31,10,1945,0,23.3,5.6
1,11,1945,0,23.9,2.2
2,11,1945,0,23.9,6.1
3,11,1945,0.0114,13.3,10.6
4,11,1945,0,8.3,-0.6
5,11,1945,0,20,-6.7
6,11,1945,0,22.8,-2.8
7,11,1945,0,21.7,0.6
8,11,1945,0,20.6,2.8
9,11,1945,0,21.1,11.7
10,11,1945,0.0003,20.6,10.6
11,11,1945,0.0038,20.6,11.7
12,11,1945,0.0008,18.9,12.2
13,11,1945,0.0013,20.6,12.8
14,11,1945,0.0366,13.9,10
15,11,1945,0,10.6,-1.7
16,11,1945,0,13.9,-8.3
17,11,1945,0.0048,17.8,-2.8
18,11,1945,0.0028,21.7,5
19,11,1945,0.0218,17.8,6.1
20,11,1945,0,17.2,-3.9
21,11,1945,0.0295,17.8,0
22,11,1945,0,6.7,-2.2
23,11,1945,0,1.1,-5.6
24,11,1945,0,7.8,-11.1
25,11,1945,0,14.4,-7.8
26,11,1945,0,15,-6.1
27,11,1945,0.0074,11.7,-0.6
28,11,1945,0,11.1,-0.6
29,11,1945,0,7.2,0
30,11,1945,0,7.2,0.6
1,12,1945,0,12.8,-7.2
2,12,1945,0,12.2,-6.7
3,12,1945,0,8.3,0
4,12,1945,0.0737,6.7,3.3
5,12,1945,0,5.6,0.6
6,12,1945,0,11.1,-6.1
7,12,1945,0,10,-2.8
8,12,1945,0,16.7,-7.8
9,12,1945,0.0005,12.8,-3.9
10,12,1945,0.0099,12.2,7.2
11,12,1945,0,0.6,-12.2
12,12,1945,0,5.6,-12.8
13,12,1945,0.0084,0,-6.7
14,12,1945,0.0155,3.3,-1.1
15,12,1945,0.0033,4.4,-2.8
16,12,1945,0,-1.7,-12.2
17,12,1945,0,1.7,-16.7
18,12,1945,0.0112,-1.7,-9.4
19,12,1945,0,3.3,-2.8
20,12,1945,0,0.6,-15
21,12,1945,0.0005,7.2,-12.2
22,12,1945,0.0028,5.6,-11.1
23,12,1945,0.0036,3.3,-4.4
24,12,1945,0.0188,3.9,-2.2
25,12,1945,0.0368,11.1,0
26,12,1945,0,11.7,-0.6
27,12,1945,0.0005,5.6,-7.2
28,12,1945,0.0145,5.6,0
29,12,1945,0.0008,11.7,1.7
30,12,1945,0.0074,11.1,1.1
31,12,1945,0.0015,2.8,0.6
1,1,1946,0,1.1,-6.1
2,1,1946,0,5,-14.4
3,1,1946,0,6.7,-2.8
4,1,1946,0,14.4,-2.2
5,1,1946,0.0254,12.8,3.9
6,1,1946,0.0836,15,10
7,1,1946,0.0485,17.8,11.1
8,1,1946,0.0051,18.3,11.1
9,1,1946,0.0292,20,14.4
10,1,1946,0,17.2,2.2
11,1,1946,0.0157,8.3,2.8
12,1,1946,0.0005,13.3,6.7
13,1,1946,0,6.7,-0.6
14,1,1946,0,7.2,-8.9
15,1,1946,0.0084,8.9,0.6
16,1,1946,0.0112,2.8,0
17,1,1946,0.0028,10,-2.8
18,1,1946,0,15,-7.8
19,1,1946,0,15,-1.7
20,1,1946,0.0043,4.4,2.2
21,1,1946,0.0015,9.4,0
22,1,1946,0,3.9,-3.3
23,1,1946,0,7.8,-12.2
24,1,1946,0,2.8,-9.4
25,1,1946,0.0005,11.1,-6.1
26,1,1946,0.0015,8.3,-2.2
27,1,1946,0,8.3,-3.3
28,1,1946,0,9.4,-11.1
29,1,1946,0,6.7,-11.1
30,1,1946,0.0409,13.9,-1.7
31,1,1946,0.018,8.3,7.8
1,2,1946,0,7.8,-9.4
2,2,1946,0,10.6,-9.4
3,2,1946,0,15.6,-9.4
4,2,1946,0.0046,7.2,-1.7
5,2,1946,0,16.1,0
6,2,1946,0.0287,12.2,9.4
7,2,1946,0,13.9,-5.6
8,2,1946,0.0048,16.1,-7.2
9,2,1946,0.0371,7.8,3.9
10,2,1946,0.0704,13.3,6.7
11,2,1946,0,11.1,-2.2
12,2,1946,0,12.2,-8.3
13,2,1946,0.0114,14.4,-1.1
14,2,1946,0,6.7,6.1
15,2,1946,0,7.8,-3.9
16,2,1946,0,10.6,-8.3
17,2,1946,0,17.2,-6.7
18,2,1946,0,15.6,-4.4
19,2,1946,0.0338,12.2,4.4
20,2,1946,0,7.8,0
21,2,1946,0,15,-8.9
22,2,1946,0,17.2,-2.2
23,2,1946,0.003,11.1,-1.7
24,2,1946,0,7.8,-0.6
25,2,1946,0,15,-6.7
26,2,1946,0,19.4,-1.1
27,2,1946,0.0036,14.4,9.4
28,2,1946,0,17.8,-1.1
1,3,1946,0,15.6,-4.4
2,3,1946,0.0008,11.7,2.2
3,3,1946,0,22.2,-2.2
4,3,1946,0,23.9,-1.1
5,3,1946,0,22.2,-1.1
6,3,1946,0,17.8,6.1
7,3,1946,0.0099,17.8,12.8
8,3,1946,0.0803,15.6,10
9,3,1946,0,15.6,0.6
10,3,1946,0,11.7,-6.1
11,3,1946,0,15.6,-3.9
12,3,1946,0,15.6,-5.6
13,3,1946,0.0005,16.1,7.2
14,3,1946,0.0719,15.6,11.7
15,3,1946,0,24.4,6.7
16,3,1946,0,18.3,9.4
17,3,1946,0.0196,17.8,7.8
18,3,1946,0.001,17.8,4.4
19,3,1946,0.0066,15.6,2.2
20,3,1946,0.0036,15,1.7
21,3,1946,0,22.2,-2.8
22,3,1946,0,22.2,-1.1
23,3,1946,0,24.4,6.7
24,3,1946,0,20.6,6.7
25,3,1946,0,21.7,8.3
26,3,1946,0.0099,18.9,12.2
27,3,1946,0,19.4,6.7
28,3,1946,0.0696,15,11.1
29,3,1946,0.0025,20.6,5.6
30,3,1946,0.002,23.3,5.6
31,3,1946,0,23.3,3.9
1,4,1946,0,23.3,3.3
2,4,1946,0,29.4,5
3,4,1946,0,30.6,15
4,4,1946,0,24.4,12.8
5,4,1946,0,20.6,7.8
6,4,1946,0.0015,16.1,3.9
7,4,1946,0.0003,23.9,3.3
8,4,1946,0.0097,23.9,12.2
9,4,1946,0.0102,23.3,11.7
10,4,1946,0.0013,18.9,9.4
11,4,1946,0,11.7,5
12,4,1946,0.0013,10.6,3.9
13,4,1946,0,18.9,-3.3
14,4,1946,0,22.2,-1.1
15,4,1946,0,22.2,2.8
16,4,1946,0.0406,20.6,12.2
17,4,1946,0.0043,16.1,7.8
18,4,1946,0,22.8,0
19,4,1946,0,25,1.7
20,4,1946,0,27.8,3.3
21,4,1946,0,27.8,5.6
22,4,1946,0,27.2,5.6
23,4,1946,0,28.3,7.2
24,4,1946,0.0043,22.2,8.9
25,4,1946,0.0279,18.9,13.3
26,4,1946,0.0028,15,13.3
27,4,1946,0,13.9,1.7
28,4,1946,0,18.3,-1.7
29,4,1946,0.0135,23.9,6.1
30,4,1946,0.0018,22.8,8.9
1,5,1946,0.0061,20.6,13.3
2,5,1946,0.0531,23.3,13.9
3,5,1946,0.0257,21.7,12.2
4,5,1946,0.0033,18.9,12.2
5,5,1946,0,25.6,10
6,5,1946,0,26.1,5.6
7,5,1946,0.0046,23.9,8.9
8,5,1946,0,16.7,6.7
9,5,1946,0,21.7,-0.6
10,5,1946,0,23.3,2.8
11,5,1946,0.0069,21.7,11.1
12,5,1946,0.0015,25,11.7
13,5,1946,0,21.7,5
14,5,1946,0.0305,22.2,15.6
15,5,1946,0.0135,21.7,16.1
16,5,1946,0.0406,25.6,15.6
17,5,1946,0,26.1,13.3
18,5,1946,0,20.6,12.2
19,5,1946,0.0104,20,5.6
20,5,1946,0.0046,18.9,12.2
21,5,1946,0,22.2,13.3
22,5,1946,0,23.3,3.3
23,5,1946,0,22.8,8.9
24,5,1946,0,23.9,12.8
25,5,1946,0.0269,25,16.1
26,5,1946,0.0081,25.6,15
27,5,1946,0,19.4,6.7
28,5,1946,0,17.2,7.8
29,5,1946,0,25,4.4
30,5,1946,0,25,9.4
31,5,1946,0,22.8,8.3
1,6,1946,0.0272,20.6,12.2
2,6,1946,0.0025,25,16.1
3,6,1946,0.0196,21.7,12.2
4,6,1946,0,20.6,12.8
5,6,1946,0,22.2,1.7
6,6,1946,0,26.1,2.8
7,6,1946,0,28.9,7.2
8,6,1946,0,30,8.3
9,6,1946,0.0005,31.1,11.7
10,6,1946,0,28.9,10
11,6,1946,0,27.2,13.3
12,6,1946,0,29.4,13.9
13,6,1946,0,30,19.4
14,6,1946,0.0117,18.9,15
15,6,1946,0,28.9,10
16,6,1946,0.0091,26.7,13.3
17,6,1946,0.001,28.3,15
18,6,1946,0.0185,28.3,13.3
19,6,1946,0,30,15
20,6,1946,0,31.1,14.4
21,6,1946,0.0023,30.6,15
22,6,1946,0,26.7,11.7
23,6,1946,0,27.8,8.3
24,6,1946,0,28.9,12.8
25,6,1946,0,26.1,13.3
26,6,1946,0,25,15
27,6,1946,0.0003,26.7,8.3
28,6,1946,0.0005,27.8,11.1
29,6,1946,0,27.8,14.4
30,6,1946,0.0015,25.6,16.1
1,7,1946,0.0038,27.2,15
2,7,1946,0.0015,27.2,15.6
3,7,1946,0.0081,25,17.8
4,7,1946,0,25.6,16.7
5,7,1946,0.0056,25.6,17.2
6,7,1946,0.0132,27.2,16.1
7,7,1946,0,29.4,15
8,7,1946,0,29.4,12.8
9,7,1946,0,31.1,16.7
10,7,1946,0,31.7,14.4
11,7,1946,0.0366,31.7,15.6
12,7,1946,0,30.6,16.1
13,7,1946,0,30,16.1
14,7,1946,0.003,30.6,17.8
15,7,1946,0.0366,31.1,15.6
16,7,1946,0,27.2,14.4
17,7,1946,0,25,18.3
18,7,1946,0,26.7,18.3
19,7,1946,0,29.4,14.4
20,7,1946,0,30,12.8
21,7,1946,0.0051,29.4,13.3
22,7,1946,0,26.7,15.6
23,7,1946,0,28.9,16.1
24,7,1946,0,30,15
25,7,1946,0.001,30,16.1
26,7,1946,0.0038,28.3,13.9
27,7,1946,0.003,28.3,16.7
28,7,1946,0,25,15
29,7,1946,0,26.1,12.8
30,7,1946,0,24.4,10.6
31,7,1946,0,26.1,15.6
1,8,1946,0,29.4,12.2
2,8,1946,0,28.3,9.4
3,8,1946,0,28.9,15.6
4,8,1946,0.0008,28.3,16.1
5,8,1946,0,30,12.8
6,8,1946,0,28.3,14.4
7,8,1946,0,29.4,13.3
8,8,1946,0,30.6,11.1
9,8,1946,0.0058,30,13.3
10,8,1946,0,30.6,15
11,8,1946,0,27.8,12.8
12,8,1946,0,27.8,11.1
13,8,1946,0,27.2,8.9
14,8,1946,0.0003,25,14.4
15,8,1946,0,25,15
16,8,1946,0,30,13.3
17,8,1946,0,31.1,16.7
18,8,1946,0,31.1,16.1
19,8,1946,0,31.7,12.8
20,8,1946,0,30,12.2
21,8,1946,0.0236,28.9,12.8
22,8,1946,0.0028,28.9,12.8
23,8,1946,0.0157,31.1,13.3
24,8,1946,0.0036,22.8,13.9
25,8,1946,0.0239,24.4,14.4
26,8,1946,0.0028,23.3,14.4
27,8,1946,0,25.6,11.1
28,8,1946,0,26.7,11.7
29,8,1946,0.0211,19.4,12.8
30,8,1946,0,25.6,13.9
31,8,1946,0,23.3,4.4
1,9,1946,0,25.6,4.4
2,9,1946,0,26.7,7.8
3,9,1946,0.001,24.4,9.4
4,9,1946,0,22.8,13.9
5,9,1946,0,26.7,10.6
6,9,1946,0,27.8,7.8
7,9,1946,0.0008,25,7.8
8,9,1946,0.0066,26.7,15
9,9,1946,0.0107,27.2,18.3
10,9,1946,0.016,27.8,16.1
11,9,1946,0,27.2,14.4
12,9,1946,0,26.1,7.8
13,9,1946,0.003,18.3,12.8
14,9,1946,0,23.9,13.9
15,9,1946,0,22.2,9.4
16,9,1946,0,22.2,12.8
17,9,1946,0.0097,17.2,10
18,9,1946,0,24.4,11.1
19,9,1946,0,25,5.6
20,9,1946,0,25.6,10
21,9,1946,0,27.8,9.4
22,9,1946,0.0328,21.1,13.3
23,9,1946,0.0302,21.7,16.7
24,9,1946,0,27.2,17.2
25,9,1946,0,28.3,12.2
26,9,1946,0,28.9,5
27,9,1946,0,28.3,6.1
28,9,1946,0,25.6,7.2
29,9,1946,0.0023,26.1,13.9
30,9,1946,0,18.9,10.6
1,10,1946,0,18.9,-1.1
2,10,1946,0,23.9,-2.8
3,10,1946,0,23.9,0
4,10,1946,0,25,0.6
5,10,1946,0,26.7,2.8
6,10,1946,0,26.7,3.3
7,10,1946,0,23.3,3.9
8,10,1946,0.0589,15.6,11.1
9,10,1946,0,22.8,11.7
10,10,1946,0,23.9,8.3
11,10,1946,0,23.9,10
12,10,1946,0.0102,17.8,15
13,10,1946,0,18.9,-2.2
14,10,1946,0,20.6,-2.2
15,10,1946,0,20.6,-1.7
16,10,1946,0,20,0
17,10,1946,0,22.8,1.7
18,10,1946,0.0008,20.6,5.6
19,10,1946,0,25,2.8
20,10,1946,0,23.9,5
21,10,1946,0,22.2,1.1
22,10,1946,0,21.1,6.7
23,10,1946,0,20.6,2.8
24,10,1946,0,21.1,5
25,10,1946,0.0394,16.7,8.3
26,10,1946,0,22.8,5.6
27,10,1946,0,22.8,6.1
28,10,1946,0,24.4,3.3
29,10,1946,0.0005,22.2,11.1
30,10,1946,0,26.1,5.6
31,10,1946,0,25.6,7.2
1,11,1946,0,25.6,6.7
2,11,1946,0.0013,21.1,6.7
3,11,1946,0.0015,23.9,14.4
4,11,1946,0,25.6,11.1
5,11,1946,0,22.8,6.7
6,11,1946,0,18.9,8.9
7,11,1946,0.0251,15.6,10
8,11,1946,0,22.2,3.9
9,11,1946,0,23.9,1.7
10,11,1946,0.0018,21.1,1.1
11,11,1946,0.017,21.1,12.2
12,11,1946,0,17.2,0
13,11,1946,0,14.4,-5
14,11,1946,0,16.7,-6.1
15,11,1946,0,17.2,-5
16,11,1946,0.0033,12.8,0
17,11,1946,0.0254,12.8,10
18,11,1946,0,16.1,2.8
19,11,1946,0,13.9,0.6
20,11,1946,0,18.3,-1.1
21,11,1946,0.0066,10,1.7
22,11,1946,0,17.8,9.4
23,11,1946,0,15.6,-1.7
24,11,1946,0,14.4,-4.4
25,11,1946,0,21.1,2.8
26,11,1946,0.0193,19.4,10.6
27,11,1946,0,16.7,10
28,11,1946,0,18.3,-3.3
29,11,1946,0,20,-3.3
30,11,1946,0,20,-2.8
1,12,1946,0,16.1,1.7
2,12,1946,0,8.9,-6.7
3,12,1946,0,6.1,-8.9
4,12,1946,0,14.4,-8.3
5,12,1946,0,15.6,-8.3
6,12,1946,0,17.2,-6.7
7,12,1946,0,16.1,-5
8,12,1946,0,17.8,-5.6
9,12,1946,0,19.4,-5.6
10,12,1946,0,16.1,-2.8
11,12,1946,0,20,4.4
12,12,1946,0.0244,15.6,10.6
13,12,1946,0,15,10
14,12,1946,0,15.6,-4.4
15,12,1946,0,15.6,-3.9
16,12,1946,0,16.1,-5
17,12,1946,0.0114,15.6,1.1
18,12,1946,0.0053,7.2,3.3
19,12,1946,0,6.7,-10
20,12,1946,0.0427,8.9,-0.6
21,12,1946,0.0005,7.2,0.6
22,12,1946,0,11.1,-2.2
23,12,1946,0,16.7,-8.3
24,12,1946,0.0005,15,-1.7
25,12,1946,0,10.6,-5.6
26,12,1946,0,13.9,-7.8
27,12,1946,0,16.1,-2.8
28,12,1946,0.0104,15,3.9
29,12,1946,0.0071,18.9,13.3
30,12,1946,0,10.6,-1.7
31,12,1946,0.0213,5,-1.7
1,1,1947,0.0363,6.7,4.4
2,1,1947,0.0066,15.6,3.9
3,1,1947,0.0023,19.4,10
4,1,1947,0,7.8,-1.1
5,1,1947,0.0041,9.4,4.4
6,1,1947,0,11.7,-7.8
7,1,1947,0.0084,7.8,-2.2
8,1,1947,0,11.1,1.7
9,1,1947,0,6.1,0.6
10,1,1947,0,8.9,-8.3
11,1,1947,0.0107,13.3,-8.9
12,1,1947,0.0079,18.9,2.2
13,1,1947,0.0155,10.6,6.7
14,1,1947,0.0005,15.6,7.2
15,1,1947,0.0424,18.3,9.4
16,1,1947,0.0216,16.1,8.9
17,1,1947,0.0046,10.6,7.2
18,1,1947,0.0188,8.9,5
19,1,1947,0.05,9.4,7.2
20,1,1947,0.0376,12.8,7.2
21,1,1947,0,3.3,-2.8
22,1,1947,0,7.2,-8.9
23,1,1947,0,10.6,-7.2
24,1,1947,0,15.6,1.1
25,1,1947,0.003,10.6,1.7
26,1,1947,0.0048,15.6,3.9
27,1,1947,0,16.7,-3.9
28,1,1947,0,18.3,-3.3
29,1,1947,0,20,1.7
30,1,1947,0.0427,15.6,12.8
31,1,1947,0,10,-1.1
1,2,1947,0,15,-4.4
2,2,1947,0,11.1,-7.2
3,2,1947,0,10,-8.3
4,2,1947,0.0097,7.2,-11.1
5,2,1947,0,-5.6,-13.3
6,2,1947,0.0165,10,-9.4
7,2,1947,0,10.6,-2.2
8,2,1947,0,-3.9,-11.7
9,2,1947,0,-1.1,-13.9
10,2,1947,0,4.4,-12.2
